Rank,Prev_rank,Rider_name,Team_name,UCI_points,Points,Time,Year
82,80,MARTENS Paul,Team LottoNL-Jumbo,,25,2:54:142:54:14,2017
83,83,SWIFT Ben,UAE Team Emirates,,25,2:54:482:54:48,2017
84,84,ARNDT Nikias,Team Sunweb,,25,2:54:542:54:54,2017
85,86,GESBERT Élie,Fortuneo - Oscaro,,25,2:55:132:55:13,2017
86,87,CLARKE Simon,Cannondale-Drapac Pro Cycling Team,,25,2:55:272:55:27,2017
87,89,AMADOR Andrey,Movistar Team,,25,2:56:432:56:43,2017
88,90,HOWSON Damien,ORICA-Scott,,25,2:56:572:56:57,2017
89,88,TULIK Angélo,Direct Energie,,25,2:57:052:57:05,2017
90,91,BETTIOL Alberto,Cannondale-Drapac Pro Cycling Team,,25,2:57:562:57:56,2017
91,85,VOECKLER Thomas,Direct Energie,,25,2:58:512:58:51,2017
92,92,ERVITI Imanol,Movistar Team,,25,3:00:213:00:21,2017
93,94,KOZHATAYEV Bakhtiyar,Astana Pro Team,,25,3:04:113:04:11,2017
94,96,MCCARTHY Jay,BORA - hansgrohe,,25,3:05:133:05:13,2017
95,93,POLITT Nils,Team Katusha Alpecin,,25,3:05:523:05:52,2017
96,98,MARCATO Marco,UAE Team Emirates,,25,3:05:533:05:53,2017
97,95,HERRADA Jesús,Movistar Team,,25,3:06:053:06:05,2017
98,99,ALBASINI Michael,ORICA-Scott,,25,3:06:553:06:55,2017
99,97,DE MARCHI Alessandro,BMC Racing Team,,25,3:07:253:07:25,2017
100,101,VANSPEYBROUCK Pieter,Wanty - Groupe Gobert,,25,3:09:383:09:38,2017
101,100,MARTIN Tony,Team Katusha Alpecin,,25,3:10:183:10:18,2017
102,102,ŠTYBAR Zdeněk,Quick-Step Floors,,25,3:12:123:12:12,2017
103,103,VACHON Florian,Fortuneo - Oscaro,,25,3:13:103:13:10,2017
104,104,BENNATI Daniele,Movistar Team,,25,3:13:443:13:44,2017
105,107,BAUER Jack,Quick-Step Floors,,25,3:15:133:15:13,2017
106,105,QUÉMÉNEUR Perrig,Direct Energie,,25,3:15:403:15:40,2017
107,106,THWAITES Scott,Team Dimension Data,,25,3:16:283:16:28,2017
108,108,SÜTTERLIN Jasha,Movistar Team,,25,3:17:533:17:53,2017
109,109,ARASHIRO Yukiya,Bahrain Merida Pro Cycling Team,,25,3:18:163:18:16,2017
110,111,OFFREDO Yoann,Wanty - Groupe Gobert,,25,3:20:503:20:50,2017
111,110,BONO Matteo,UAE Team Emirates,,25,3:20:593:20:59,2017
112,112,KIRYIENKA Vasil,Team Sky,,25,3:21:153:21:15,2017
113,113,HANSEN Adam,Lotto Soudal,,25,3:22:313:22:31,2017
114,114,BEVIN Patrick,Cannondale-Drapac Pro Cycling Team,,25,3:23:003:23:00,2017
115,115,GRUZDEV Dmitriy,Astana Pro Team,,25,3:24:423:24:42,2017
116,116,BODNAR Maciej,BORA - hansgrohe,,25,3:26:583:26:58,2017
117,117,SIMON Julien,"Cofidis, Solutions Crédits",,25,3:29:213:29:21,2017
118,118,JANSE VAN RENSBURG Reinardt,Team Dimension Data,,25,3:30:543:30:54,2017
119,119,MORENO Javier,Bahrain Merida Pro Cycling Team,,25,3:32:063:32:06,2017
120,120,GRIVKO Andrey,Astana Pro Team,,25,3:32:143:32:14,2017
121,121,DEGENKOLB John,Trek - Segafredo,,25,3:35:143:35:14,2017
122,123,COLBRELLI Sonny,Bahrain Merida Pro Cycling Team,,25,3:36:223:36:22,2017
123,122,BAK Lars Ytting,Lotto Soudal,,25,3:37:043:37:04,2017
124,124,SMITH Dion,Wanty - Groupe Gobert,,25,3:39:243:39:24,2017
125,125,PICHON Laurent,Fortuneo - Oscaro,,25,3:39:453:39:45,2017
126,126,PETIT Adrien,Direct Energie,,25,3:41:343:41:34,2017
127,127,LAENGEN Vegard Stake,UAE Team Emirates,,25,3:41:523:41:52,2017
128,129,LEMOINE Cyril,"Cofidis, Solutions Crédits",,25,3:43:453:43:45,2017
129,130,TEUNISSEN Mike,Team Sunweb,,25,3:43:523:43:52,2017
130,131,KRISTOFF Alexander,Team Katusha Alpecin,,25,3:45:403:45:40,2017
131,128,BURGHARDT Marcus,BORA - hansgrohe,,25,3:45:573:45:57,2017
132,132,BACKAERT Frederik,Wanty - Groupe Gobert,,25,3:46:363:46:36,2017
133,133,LAPORTE Christophe,"Cofidis, Solutions Crédits",,25,3:46:473:46:47,2017
134,134,GÈNE Yohann,Direct Energie,,25,3:47:083:47:08,2017
135,135,IRIZAR Markel,Trek - Segafredo,,25,3:47:103:47:10,2017
136,136,ROELANDTS Jürgen,Lotto Soudal,,25,3:47:203:47:20,2017
137,138,PASQUALON Andrea,Wanty - Groupe Gobert,,25,3:51:183:51:18,2017
138,139,BOUHANNI Nacer,"Cofidis, Solutions Crédits",,25,3:51:293:51:29,2017
139,140,VERMOTE Julien,Quick-Step Floors,,25,3:52:543:52:54,2017
140,142,BOUDAT Thomas,Direct Energie,,25,3:53:083:53:08,2017
141,137,CUMMINGS Steve,Team Dimension Data,,25,3:53:103:53:10,2017
142,141,CURVERS Roy,Team Sunweb,,25,3:53:383:53:38,2017
143,144,BOLE Grega,Bahrain Merida Pro Cycling Team,,25,3:55:293:55:29,2017
144,145,KNEES Christian,Team Sky,,25,3:55:313:55:31,2017
145,143,ZABEL Rick,Team Katusha Alpecin,,25,3:55:483:55:48,2017
146,146,GOGL Michael,Trek - Segafredo,,25,3:59:063:59:06,2017
147,147,VAN KEIRSBULCK Guillaume,Wanty - Groupe Gobert,,25,3:59:483:59:48,2017
148,148,SINKELDAM Ramon,Team Sunweb,,25,4:01:544:01:54,2017
149,149,GREIPEL André,Lotto Soudal,,25,4:02:544:02:54,2017
150,150,HOLLENSTEIN Reto,Team Katusha Alpecin,,25,4:03:454:03:45,2017
151,151,HAYMAN Mathew,ORICA-Scott,,25,4:05:174:05:17,2017
152,152,CIMOLAI Davide,FDJ,,25,4:06:154:06:15,2017
153,153,EISEL Bernhard,Team Dimension Data,,25,4:10:184:10:18,2017
154,154,SABATINI Fabio,Quick-Step Floors,,25,4:10:254:10:25,2017
155,155,HALLER Marco,Team Katusha Alpecin,,25,4:13:504:13:50,2017
156,158,GROENEWEGEN Dylan,Team LottoNL-Jumbo,,25,4:16:024:16:02,2017
157,156,TIMMER Albert,Team Sunweb,,25,4:16:214:16:21,2017
158,160,LE GAC Olivier,FDJ,,25,4:17:214:17:21,2017
159,161,PHINNEY Taylor,Cannondale-Drapac Pro Cycling Team,,25,4:18:154:18:15,2017
160,162,BOŽIČ Borut,Bahrain Merida Pro Cycling Team,,25,4:18:414:18:41,2017
161,159,SÉNÉCHAL Florian,"Cofidis, Solutions Crédits",,25,4:19:174:19:17,2017
162,157,VENTER Jaco,Team Dimension Data,,25,4:20:164:20:16,2017
163,163,CLAEYS Dimitri,"Cofidis, Solutions Crédits",,25,4:25:014:25:01,2017
164,164,WAGNER Robert,Team LottoNL-Jumbo,,25,4:25:124:25:12,2017
165,165,SELIG Rüdiger,BORA - hansgrohe,,25,4:26:434:26:43,2017
166,166,LEEZER Tom,Team LottoNL-Jumbo,,25,4:32:214:32:21,2017
167,167,ROWE Luke,Team Sky,,25,4:35:524:35:52,2017
1,1,FROOME Chris,Team Sky,1000,500,89:04:48,2016
2,2,BARDET Romain,AG2R La Mondiale,800,380,4:054:05,2016
3,3,QUINTANA Nairo,Movistar Team,675,340,4:214:21,2016
4,4,YATES Adam,ORICA-BikeExchange,575,300,4:424:42,2016
5,5,PORTE Richie,BMC Racing Team,475,280,5:175:17,2016
6,6,VALVERDE Alejandro,Movistar Team,400,260,6:166:16,2016
7,7,RODRÍGUEZ Joaquim,Team Katusha ,325,240,6:586:58,2016
8,8,MEINTJES Louis,Lampre - Merida,275,220,",,6:58",2016
9,9,MARTIN Dan,Etixx - Quick Step,225,210,7:047:04,2016
10,10,KREUZIGER Roman,Tinkoff,175,200,7:117:11,2016
11,11,MOLLEMA Bauke,Trek - Segafredo,150,190,13:1313:13,2016
12,12,HENAO Sergio,Team Sky,125,180,18:5118:51,2016
13,13,ARU Fabio,Astana Pro Team,105,170,19:2019:20,2016
14,14,REICHENBACH Sébastien,FDJ,85,160,24:5924:59,2016
15,15,THOMAS Geraint,Team Sky,75,150,28:3128:31,2016
16,16,ROLLAND Pierre,Cannondale-Drapac Pro Cycling Team,70,140,30:4230:42,2016
17,17,NIEVE Mikel,Team Sky,65,130,38:3038:30,2016
18,18,CLEMENT Stef,IAM Cycling,60,120,38:5738:57,2016
19,19,PANTANO Jarlinson,IAM Cycling,55,110,38:5938:59,2016
20,20,VUILLERMOZ Alexis,AG2R La Mondiale,50,100,42:2842:28,2016
21,21,BUCHMANN Emanuel,Bora - Argon 18,40,95,47:4047:40,2016
22,22,CARUSO Damiano,BMC Racing Team,40,90,48:2348:23,2016
23,23,BARGUIL Warren,Team Giant - Alpecin,40,85,52:1452:14,2016
24,24,ZUBELDIA Haimar,Trek - Segafredo,40,80,53:0653:06,2016
25,25,ZAKARIN Ilnur,Team Katusha ,40,75,56:3356:33,2016
26,26,KANGERT Tanel,Astana Pro Team,30,70,1:03:591:03:59,2016
27,27,MAJKA Rafał,Tinkoff,30,65,1:04:251:04:25,2016
28,28,POELS Wout,Team Sky,30,60,1:06:571:06:57,2016
29,29,VAN GARDEREN Tejay,BMC Racing Team,30,55,1:12:061:12:06,2016
30,30,NIBALI Vincenzo,Astana Pro Team,30,50,1:19:591:19:59,2016
31,31,MORENO Daniel,Movistar Team,25,45,1:21:001:21:00,2016
32,32,KELDERMAN Wilco,Team LottoNL-Jumbo,25,40,1:24:381:24:38,2016
33,33,POZZOVIVO Domenico,AG2R La Mondiale,25,35,1:25:141:25:14,2016
34,34,SCHLECK Fränk,Trek - Segafredo,25,30,1:27:391:27:39,2016
35,35,LANDA Mikel,Team Sky,25,25,1:32:191:32:19,2016
36,36,MORABITO Steve,FDJ,25,25,1:38:301:38:30,2016
37,37,ROSA Diego,Astana Pro Team,25,25,1:46:361:46:36,2016
38,38,IMPEY Daryl,ORICA-BikeExchange,25,25,1:50:511:50:51,2016
39,39,HUZARSKI Bartosz,Bora - Argon 18,25,25,1:55:281:55:28,2016
40,40,DE GENDT Thomas,Lotto Soudal,25,25,1:58:451:58:45,2016
41,41,ALAPHILIPPE Julian,Etixx - Quick Step,20,25,2:00:092:00:09,2016
42,42,PAUWELS Serge,Team Dimension Data,20,25,2:00:382:00:38,2016
43,43,CHAVANEL Sylvain,Direct Energie,20,25,2:02:532:02:53,2016
44,44,VAN AVERMAET Greg,BMC Racing Team,20,25,2:06:132:06:13,2016
45,45,MOINARD Amaël,BMC Racing Team,20,25,2:06:362:06:36,2016
46,46,STETINA Peter,Trek - Segafredo,20,25,2:07:222:07:22,2016
47,47,IZAGIRRE Ion,Movistar Team,20,25,2:09:492:09:49,2016
48,48,SÁNCHEZ Luis León,Astana Pro Team,20,25,2:10:252:10:25,2016
49,49,COSTA Rui,Lampre - Merida,20,25,2:11:422:11:42,2016
50,50,BAKELANTS Jan,AG2R La Mondiale,20,25,2:13:472:13:47,2016
51,51,ĐURASEK Kristijan,Lampre - Merida,15,25,2:15:162:15:16,2016
52,52,FUGLSANG Jakob,Astana Pro Team,15,25,2:17:162:17:16,2016
53,53,BENNETT George,Team LottoNL-Jumbo,15,25,2:18:052:18:05,2016
54,54,POLANC Jan,Lampre - Merida,15,25,2:18:242:18:24,2016
55,55,MATÉ Luis Ángel,"Cofidis, Solutions Crédits",15,25,2:21:172:21:17,2016
56,56,PREIDLER Georg,Team Giant - Alpecin,10,25,2:25:452:25:45,2016
57,57,CHEREL Mikaël,AG2R La Mondiale,10,25,2:27:452:27:45,2016
58,58,KIŠERLOVSKI Robert,Tinkoff,10,25,2:28:062:28:06,2016
59,59,SEPÚLVEDA Eduardo,Fortuneo - Vital Concept,10,25,2:28:272:28:27,2016
60,60,JEANDESBOZ Fabrice,Direct Energie,10,25,2:39:172:39:17,2016
61,61,GASTAUER Ben,AG2R La Mondiale,,25,2:41:052:41:05,2016
62,62,LUTSENKO Alexey,Astana Pro Team,,25,2:41:522:41:52,2016
